DATE,AUD,CAD,EUR,JPY,CHF,USD
28/09/2016,1.6974,1.7223,1.1607,130.7833,1.2639,1.299
29/09/2016,1.6935,1.7006,1.156,131.9361,1.256,1.2982
30/09/2016,1.6977,1.7073,1.1558,131.5469,1.2587,1.2991
03/10/2016,1.675,1.6852,1.1442,130.4191,1.2478,1.2834
04/10/2016,1.6668,1.6789,1.1429,131.2004,1.251,1.2754
05/10/2016,1.6764,1.6808,1.1376,131.9307,1.2449,1.2742
06/10/2016,1.6708,1.6736,1.1321,131.4172,1.2392,1.2646
07/10/2016,1.6436,1.6521,1.1154,128.5266,1.2211,1.2465
10/10/2016,1.6245,1.6276,1.1093,128.201,1.2172,1.2377
11/10/2016,1.6199,1.6164,1.1058,126.6962,1.2081,1.2227
12/10/2016,1.6087,1.6174,1.1064,126.7763,1.2066,1.2183
13/10/2016,1.615,1.614,1.1054,126.0878,1.2047,1.2193
14/10/2016,1.5989,1.6038,1.1082,127.2426,1.2057,1.2195
17/10/2016,1.5954,1.5984,1.106,126.4485,1.2037,1.2155
18/10/2016,1.606,1.6161,1.1212,127.8547,1.2196,1.2302
19/10/2016,1.5981,1.5992,1.1204,126.8982,1.2154,1.2288
20/10/2016,1.6041,1.6178,1.1206,127.3498,1.2142,1.2244
21/10/2016,1.6048,1.6262,1.1218,126.6085,1.214,1.2195
24/10/2016,1.6051,1.63,1.1215,127.2615,1.2121,1.2205
25/10/2016,1.5895,1.6201,1.1173,126.9476,1.2088,1.2133
26/10/2016,1.5965,1.6316,1.121,127.8364,1.2155,1.2239
27/10/2016,1.6027,1.6304,1.1155,127.916,1.2096,1.2179
28/10/2016,1.6022,1.6238,1.1115,128.0083,1.2066,1.2145
31/10/2016,1.6046,1.637,1.1142,128.3325,1.2078,1.2214
01/11/2016,1.5953,1.635,1.1066,127.7968,1.1963,1.222
02/11/2016,1.6062,1.6486,1.1076,127.1277,1.1947,1.2315
03/11/2016,1.6213,1.6671,1.1225,128.4858,1.2139,1.2455
04/11/2016,1.6358,1.6829,1.128,129.2386,1.2147,1.2545
07/11/2016,1.6112,1.6607,1.1232,129.5812,1.2112,1.2393
08/11/2016,1.6077,1.6548,1.1232,129.9881,1.2093,1.2407
09/11/2016,1.6265,1.6732,1.1366,130.102,1.2215,1.2444
10/11/2016,1.649,1.6852,1.1477,132.926,1.2334,1.2486
11/11/2016,1.669,1.7012,1.1592,134.1047,1.2431,1.2579
14/11/2016,1.6544,1.6909,1.1613,135.0901,1.2436,1.2453
15/11/2016,1.6409,1.6684,1.1544,134.9608,1.2395,1.2384
16/11/2016,1.6633,1.6679,1.1641,136.1561,1.2484,1.2423
17/11/2016,1.6643,1.6684,1.1652,136.0608,1.2487,1.2437
18/11/2016,1.6756,1.6643,1.1644,136.2446,1.2451,1.2312
21/11/2016,1.6935,1.6714,1.1744,138.3866,1.2589,1.2474
22/11/2016,1.6839,1.667,1.1735,138.2693,1.2583,1.2422
23/11/2016,1.678,1.6732,1.1772,140.0839,1.2618,1.2399
24/11/2016,1.6823,1.6814,1.1801,141.1423,1.2667,1.2464
25/11/2016,1.676,1.6829,1.1744,140.7563,1.2619,1.2453
28/11/2016,1.6582,1.6661,1.1728,139.3495,1.2598,1.2412
29/11/2016,1.6754,1.6818,1.1779,141.2541,1.2683,1.2507
30/11/2016,1.6918,1.6806,1.178,142.4033,1.2732,1.2497
01/12/2016,1.7048,1.6826,1.1893,144.4083,1.279,1.2622
02/12/2016,1.6997,1.6838,1.1873,144.0734,1.2807,1.2658
05/12/2016,1.7008,1.6848,1.1848,145.3681,1.2851,1.2707
06/12/2016,1.7049,1.6893,1.1845,144.9041,1.2831,1.2712
07/12/2016,1.685,1.6701,1.1711,143.1374,1.2693,1.2609
08/12/2016,1.6877,1.6603,1.1829,143.4032,1.2763,1.2555
09/12/2016,1.686,1.6538,1.1925,144.7247,1.2822,1.2564
12/12/2016,1.6894,1.6636,1.1942,146.2383,1.2872,1.2669
13/12/2016,1.6923,1.6644,1.1921,146.2592,1.283,1.2684
14/12/2016,1.6896,1.6638,1.1926,146.1885,1.2832,1.2701
15/12/2016,1.6883,1.6624,1.1915,147.1459,1.2792,1.2409
16/12/2016,1.7082,1.6621,1.1944,147.1937,1.2797,1.2434
19/12/2016,1.7078,1.6598,1.1874,144.8997,1.2691,1.2392
20/12/2016,1.7057,1.6543,1.1905,145.8642,1.2716,1.2353
21/12/2016,1.7068,1.6583,1.1862,145.7026,1.2703,1.2376
22/12/2016,1.7019,1.657,1.1757,144.5015,1.2602,1.2298
23/12/2016,1.7006,1.6547,1.1725,143.8364,1.2567,1.2256
28/12/2016,1.7039,1.6596,1.1764,143.8507,1.2597,1.2227
29/12/2016,1.6952,1.6488,1.1657,142.3351,1.2516,1.2226
30/12/2016,1.7028,1.6576,1.1651,143.8713,1.2522,1.2303
03/01/2017,1.6951,1.6422,1.1786,144.4565,1.2591,1.224
04/01/2017,1.6883,1.634,1.1737,144.0968,1.2582,1.2296
05/01/2017,1.6914,1.6405,1.1719,143.5088,1.2549,1.2425
06/01/2017,1.683,1.6268,1.1649,143.4924,1.2489,1.2318
09/01/2017,1.6536,1.6052,1.1508,141.5004,1.235,1.2147
10/01/2017,1.6503,1.609,1.15,140.6521,1.2351,1.2184
11/01/2017,1.6367,1.6003,1.1524,140.7237,1.235,1.2071
12/01/2017,1.6294,1.6057,1.147,139.3455,1.2319,1.2219
13/01/2017,1.6263,1.5992,1.1468,140.116,1.2305,1.2184
16/01/2017,1.6136,1.5867,1.1375,137.6617,1.2197,1.2065
17/01/2017,1.6424,1.6177,1.1583,139.9753,1.2422,1.2385
18/01/2017,1.6319,1.6162,1.1545,139.7948,1.2362,1.2345
19/01/2017,1.6305,1.6399,1.1597,141.8774,1.2438,1.2304
20/01/2017,1.6326,1.6428,1.1539,141.7638,1.239,1.2323
23/01/2017,1.6482,1.6617,1.1624,141.156,1.2476,1.2495
24/01/2017,1.6497,1.6472,1.1638,141.7848,1.2503,1.2513
25/01/2017,1.6684,1.6506,1.1735,143.2684,1.2595,1.2605
26/01/2017,1.6712,1.6497,1.1797,144.4462,1.2595,1.2589
27/01/2017,1.6618,1.6476,1.1725,144.4474,1.2528,1.2553
30/01/2017,1.6556,1.6382,1.1709,142.4833,1.2484,1.2515
31/01/2017,1.6584,1.6411,1.1646,141.727,1.2415,1.2589
01/02/2017,1.6724,1.654,1.1756,143.5308,1.2551,1.2647
02/02/2017,1.6319,1.6303,1.1595,140.8247,1.2396,1.253
03/02/2017,1.6268,1.6258,1.1592,140.5562,1.2397,1.2505
06/02/2017,1.629,1.6328,1.1588,139.8332,1.2353,1.2444
07/02/2017,1.6268,1.635,1.1629,139.5031,1.24,1.2429
08/02/2017,1.6389,1.6473,1.1705,140.0688,1.245,1.2533
09/02/2017,1.6428,1.6448,1.1748,141.5664,1.2538,1.2528
10/02/2017,1.6272,1.6321,1.1748,141.7706,1.2542,1.2482
13/02/2017,1.6363,1.6361,1.179,142.4342,1.2568,1.2503
14/02/2017,1.6341,1.6328,1.1799,142.6016,1.256,1.2463
15/02/2017,1.6205,1.6291,1.1772,142.7173,1.2553,1.2447
16/02/2017,1.6255,1.6325,1.1716,141.65,1.2485,1.25
17/02/2017,1.6219,1.6301,1.17,140.2703,1.2451,1.2432
20/02/2017,1.6237,1.6333,1.1744,141.0946,1.2502,1.2473
21/02/2017,1.626,1.6379,1.1833,141.6988,1.2586,1.2468
22/02/2017,1.6211,1.6437,1.1811,141.2114,1.2601,1.2458
23/02/2017,1.6245,1.6433,1.1846,141.2779,1.2622,1.2548
24/02/2017,1.6257,1.6361,1.1818,140.3264,1.2574,1.2489
27/02/2017,1.6218,1.6337,1.1749,139.7638,1.254,1.247
28/02/2017,1.6183,1.6483,1.1713,139.2595,1.2462,1.2445
01/03/2017,1.6099,1.6446,1.1669,140.2906,1.2427,1.2317
02/03/2017,1.6203,1.6429,1.1672,140.5773,1.2421,1.2285
03/03/2017,1.6205,1.6447,1.1606,140.3639,1.2391,1.2261
06/03/2017,1.6148,1.6416,1.1562,139.4251,1.2395,1.2255
07/03/2017,1.6049,1.6348,1.1526,139.0116,1.236,1.2194
08/03/2017,1.6123,1.6382,1.1527,139.5548,1.2347,1.2168
09/03/2017,1.6202,1.6428,1.1483,139.5671,1.2327,1.215
10/03/2017,1.6134,1.6388,1.1417,139.884,1.2294,1.2167
13/03/2017,1.6138,1.646,1.1466,140.2261,1.2318,1.2234
14/03/2017,1.6062,1.6382,1.143,139.4703,1.2262,1.2167
15/03/2017,1.6096,1.644,1.1497,140.1375,1.232,1.2222
16/03/2017,1.6119,1.647,1.1519,139.7708,1.2312,1.2368
17/03/2017,1.6089,1.6538,1.1516,139.3841,1.2344,1.2371
20/03/2017,1.5989,1.6519,1.15,139.2535,1.2326,1.2366
21/03/2017,1.6173,1.6625,1.1545,139.64,1.24,1.2479
22/03/2017,1.6255,1.665,1.1551,138.546,1.2351,1.2476
23/03/2017,1.6389,1.67,1.1611,139.1889,1.2431,1.2526
24/03/2017,1.6395,1.6704,1.1559,138.7015,1.2381,1.249
27/03/2017,1.6509,1.6821,1.1548,138.8357,1.236,1.257
28/03/2017,1.6419,1.6778,1.1535,138.2219,1.233,1.2536
29/03/2017,1.6204,1.6608,1.1545,137.7869,1.2376,1.2411
30/03/2017,1.6274,1.6599,1.1636,139.0275,1.2443,1.2489
31/03/2017,1.6398,1.6683,1.1694,139.353,1.2517,1.2507
03/04/2017,1.6425,1.6715,1.1718,138.5613,1.2522,1.2483
04/04/2017,1.647,1.6718,1.1673,137.5877,1.247,1.2448
05/04/2017,1.6456,1.6737,1.1703,138.7068,1.2529,1.2477
06/04/2017,1.6543,1.676,1.1724,138.5071,1.2545,1.2495
07/04/2017,1.6494,1.6592,1.167,137.2166,1.2476,1.2392
10/04/2017,1.6572,1.6604,1.1724,138.115,1.2527,1.2426
11/04/2017,1.6697,1.6669,1.1751,137.0668,1.2566,1.2489
12/04/2017,1.6698,1.66,1.1781,136.997,1.2574,1.251
13/04/2017,1.6504,1.6608,1.1782,136.6982,1.258,1.2517
18/04/2017,1.6927,1.7067,1.1931,138.7811,1.2752,1.2765
19/04/2017,1.7063,1.7219,1.1957,139.6015,1.2787,1.2811
20/04/2017,1.704,1.7334,1.1927,140.2109,1.2778,1.2841
21/04/2017,1.6986,1.7269,1.1955,139.4098,1.276,1.2777
24/04/2017,1.6885,1.7237,1.1764,140.4192,1.2723,1.2777
25/04/2017,1.7021,1.7449,1.174,142.2608,1.2743,1.2829
26/04/2017,1.7211,1.7434,1.1822,143.4953,1.2791,1.2858
27/04/2017,1.7309,1.7598,1.1868,143.4053,1.2828,1.2895
28/04/2017,1.7297,1.7689,1.1881,144.2069,1.2877,1.2938
02/05/2017,1.7185,1.7747,1.1848,144.8849,1.2836,1.292
03/05/2017,1.7294,1.7679,1.1821,144.8866,1.2784,1.2896
04/05/2017,1.7455,1.7717,1.18,145.5908,1.2797,1.2915
05/05/2017,1.7497,1.7741,1.1796,145.9589,1.2805,1.2958
08/05/2017,1.7521,1.7738,1.1839,145.9227,1.2906,1.2941
09/05/2017,1.7587,1.7747,1.1891,147.7709,1.3022,1.2951
10/05/2017,1.7515,1.7684,1.1912,147.6574,1.3058,1.2949
11/05/2017,1.7473,1.7621,1.1849,146.4387,1.2969,1.2876
12/05/2017,1.7431,1.769,1.1802,145.9921,1.2925,1.289
15/05/2017,1.7405,1.7638,1.1766,146.7743,1.2874,1.2918
16/05/2017,1.7382,1.7578,1.1656,145.9863,1.2753,1.2918
17/05/2017,1.7468,1.7641,1.1637,144.3524,1.2698,1.2972
18/05/2017,1.7502,1.7666,1.1681,144.3929,1.272,1.2999
19/05/2017,1.7501,1.7642,1.1635,145.292,1.2693,1.3026
22/05/2017,1.7387,1.7557,1.1573,144.5557,1.2662,1.3016
23/05/2017,1.7323,1.7504,1.1559,144.2078,1.261,1.298
24/05/2017,1.7355,1.741,1.1579,145.1048,1.2644,1.295
25/05/2017,1.7344,1.7403,1.1546,144.8381,1.2587,1.2947
26/05/2017,1.7178,1.7204,1.1435,142.2871,1.2456,1.2791
30/05/2017,1.7248,1.7323,1.1507,142.7296,1.2543,1.2862
31/05/2017,1.7341,1.7438,1.1481,142.7422,1.2494,1.2912
01/06/2017,1.7472,1.7398,1.1494,143.533,1.2507,1.2903
02/06/2017,1.7317,1.7407,1.1424,142.3075,1.2416,1.2882
05/06/2017,1.7279,1.7443,1.1492,142.8248,1.2475,1.293
06/06/2017,1.7152,1.7366,1.1445,141.0713,1.2424,1.2895
07/06/2017,1.7148,1.7492,1.1505,141.6807,1.2489,1.2959
08/06/2017,1.718,1.7482,1.1538,142.5724,1.2522,1.2947
09/06/2017,1.6924,1.7115,1.1393,141.0285,1.2364,1.2742
12/06/2017,1.6799,1.7034,1.1312,139.1749,1.2283,1.2673
13/06/2017,1.6883,1.6835,1.1359,139.9791,1.2326,1.273
14/06/2017,1.6779,1.6889,1.1338,139.3106,1.2359,1.2789
15/06/2017,1.6826,1.6968,1.1446,141.1622,1.2442,1.2761
16/06/2017,1.6793,1.6951,1.143,141.6815,1.2457,1.2801
19/06/2017,1.6785,1.6849,1.1425,141.971,1.2426,1.2758
20/06/2017,1.6631,1.6752,1.134,140.9052,1.2314,1.2618
21/06/2017,1.6769,1.6823,1.1366,141.2922,1.2346,1.2664
22/06/2017,1.6794,1.6747,1.1348,140.9929,1.2309,1.2661
23/06/2017,1.6825,1.6888,1.1373,141.7357,1.2339,1.2738
26/06/2017,1.6783,1.6864,1.137,141.9523,1.2362,1.2738
27/06/2017,1.6832,1.6848,1.132,143.3707,1.2331,1.2777
28/06/2017,1.7007,1.6906,1.139,145.1316,1.2427,1.2942
29/06/2017,1.6923,1.6881,1.1374,146.3497,1.2438,1.2995
30/06/2017,1.6936,1.687,1.1391,145.9816,1.2442,1.299
03/07/2017,1.6918,1.681,1.138,146.5762,1.246,1.2937
04/07/2017,1.6992,1.6702,1.1389,146.2787,1.2478,1.2929
05/07/2017,1.7049,1.6806,1.1409,146.4144,1.2487,1.2925
06/07/2017,1.7082,1.6757,1.1355,146.5018,1.2467,1.2947
07/07/2017,1.6936,1.6604,1.1306,146.8062,1.242,1.288
10/07/2017,1.6937,1.6561,1.1293,146.884,1.2438,1.2862
11/07/2017,1.6873,1.6596,1.1247,147.0253,1.2439,1.2844
12/07/2017,1.6795,1.653,1.1287,145.7086,1.2427,1.289
13/07/2017,1.6744,1.6486,1.1342,146.6861,1.2515,1.2933
14/07/2017,1.6755,1.6587,1.1434,147.3614,1.2631,1.3086
17/07/2017,1.6711,1.6526,1.139,147.3845,1.2583,1.3066
18/07/2017,1.6424,1.6447,1.1241,145.5608,1.2404,1.3018
19/07/2017,1.6429,1.643,1.1324,145.6903,1.2447,1.3043
20/07/2017,1.6316,1.6301,1.1164,145.1521,1.2359,1.2989
21/07/2017,1.641,1.6273,1.1145,144.3449,1.2307,1.299
24/07/2017,1.6446,1.632,1.1206,144.9522,1.2344,1.3047
25/07/2017,1.6432,1.6352,1.1191,145.6772,1.2382,1.305
26/07/2017,1.6472,1.6364,1.1226,146.2272,1.2519,1.3056
27/07/2017,1.6414,1.6373,1.1219,146.0509,1.2604,1.3087
28/07/2017,1.6391,1.6296,1.1168,145.5422,1.2708,1.3119
31/07/2017,1.6516,1.6489,1.1182,145.6853,1.2718,1.3183
01/08/2017,1.6561,1.6519,1.1202,145.7174,1.2771,1.3229
02/08/2017,1.6591,1.6631,1.1152,145.9422,1.2787,1.3223
03/08/2017,1.6523,1.6502,1.1065,144.6497,1.2725,1.3144
04/08/2017,1.6477,1.6497,1.1096,144.5914,1.2686,1.3038
07/08/2017,1.647,1.6524,1.104,144.3339,1.2667,1.3023
08/08/2017,1.6413,1.6438,1.104,143.545,1.265,1.296
09/08/2017,1.6505,1.6513,1.1063,142.884,1.2549,1.2993
10/08/2017,1.6466,1.6502,1.1056,142.0197,1.2521,1.299
11/08/2017,1.6481,1.6461,1.1005,141.631,1.2494,1.2977
14/08/2017,1.651,1.6474,1.1022,142.1687,1.2601,1.2987
15/08/2017,1.6437,1.6399,1.0968,142.1138,1.2506,1.2854
16/08/2017,1.6325,1.6346,1.0996,142.6014,1.2551,1.2869
17/08/2017,1.6281,1.6306,1.0976,141.6592,1.2422,1.2891
18/08/2017,1.625,1.62,1.0943,139.8713,1.2365,1.2857
21/08/2017,1.6254,1.6242,1.0922,140.3568,1.2399,1.2904
22/08/2017,1.6198,1.6095,1.091,140.4791,1.2426,1.2835
23/08/2017,1.6204,1.6077,1.0829,139.502,1.2344,1.2796
24/08/2017,1.619,1.6026,1.0841,139.9333,1.2342,1.2798
25/08/2017,1.6218,1.6092,1.0847,140.6941,1.2345,1.2877
29/08/2017,1.6224,1.6198,1.0771,140.84,1.2267,1.2952
30/08/2017,1.6348,1.6301,1.0846,142.4559,1.2399,1.292
31/08/2017,1.6248,1.6159,1.0837,141.8749,1.2382,1.2886
01/09/2017,1.6267,1.6062,1.0923,142.9625,1.249,1.2973
04/09/2017,1.6288,1.6087,1.0877,141.918,1.2391,1.2957
05/09/2017,1.6241,1.6079,1.0931,141.8249,1.2458,1.3027
06/09/2017,1.6355,1.5987,1.0947,142.2255,1.2458,1.3071
07/09/2017,1.6315,1.593,1.0918,142.1603,1.2487,1.3112
08/09/2017,1.6353,1.6021,1.097,142.2817,1.2498,1.3184
11/09/2017,1.6419,1.6005,1.1001,143.5497,1.2552,1.3183
12/09/2017,1.6507,1.6107,1.1095,145.7869,1.2727,1.3263
13/09/2017,1.6546,1.6133,1.1102,146.3238,1.2747,1.323
14/09/2017,1.6734,1.628,1.1244,147.7979,1.2908,1.335
15/09/2017,1.6984,1.6549,1.1365,150.9836,1.3054,1.3596
18/09/2017,1.7006,1.6561,1.1339,151.2554,1.3017,1.3557
19/09/2017,1.69,1.6617,1.1291,150.7544,1.3021,1.3523
20/09/2017,1.6814,1.6621,1.1311,151.1771,1.305,1.3567
21/09/2017,1.7067,1.6717,1.1359,152.291,1.3181,1.3543
22/09/2017,1.6953,1.6638,1.1303,151.4212,1.3105,1.3527
25/09/2017,1.6976,1.6645,1.1365,150.7916,1.3074,1.3484
26/09/2017,1.7042,1.6624,1.1402,150.6461,1.3021,1.3417
27/09/2017,1.7024,1.656,1.141,150.7264,1.3047,1.3386
28/09/2017,1.7157,1.6759,1.1408,151.5677,1.306,1.3444
29/09/2017,1.7097,1.6773,1.1349,151.0105,1.2981,1.3416
02/10/2017,1.6966,1.6594,1.1313,149.6471,1.2927,1.3276
03/10/2017,1.6927,1.6566,1.1269,149.3639,1.2901,1.3245
04/10/2017,1.6903,1.6564,1.129,149.6716,1.2937,1.3277
05/10/2017,1.6836,1.6461,1.1216,147.9977,1.2851,1.3139
06/10/2017,1.6821,1.6373,1.1128,147.2812,1.2771,1.3058
09/10/2017,1.6914,1.6483,1.1188,147.9714,1.2863,1.3132
10/10/2017,1.6963,1.6516,1.1185,148.0792,1.2882,1.3219
11/10/2017,1.6961,1.6507,1.1135,148.0729,1.2825,1.3189
12/10/2017,1.6826,1.6421,1.1114,147.843,1.2852,1.3165
13/10/2017,1.6867,1.6605,1.1241,148.9229,1.2964,1.3305
16/10/2017,1.6892,1.6656,1.1259,148.4131,1.2953,1.3282
17/10/2017,1.6814,1.6559,1.1207,147.9405,1.2907,1.3169
18/10/2017,1.6806,1.6432,1.1184,148.7928,1.293,1.3171
19/10/2017,1.6749,1.6454,1.114,148.5602,1.2868,1.3203
20/10/2017,1.6871,1.6627,1.119,149.6142,1.2972,1.319
23/10/2017,1.6889,1.6672,1.1226,149.9003,1.2996,1.3185
24/10/2017,1.6873,1.6624,1.1154,149.491,1.2984,1.3119
25/10/2017,1.7207,1.6948,1.1221,150.6469,1.312,1.3253
26/10/2017,1.7161,1.6894,1.1254,150.0835,1.3128,1.3171
27/10/2017,1.7133,1.69,1.1322,149.2932,1.31,1.3112
30/10/2017,1.7185,1.6934,1.1349,149.4334,1.3155,1.3195
31/10/2017,1.7319,1.7126,1.14,150.9006,1.3238,1.328
01/11/2017,1.7273,1.709,1.1412,151.1961,1.3277,1.3257
02/11/2017,1.6923,1.6739,1.1195,148.8053,1.3041,1.3068
03/11/2017,1.7081,1.6687,1.1248,149.3035,1.3071,1.3067
06/11/2017,1.7125,1.6749,1.1325,149.75,1.3129,1.3121
07/11/2017,1.7203,1.6818,1.1353,149.8468,1.3129,1.3141
08/11/2017,1.708,1.6691,1.1307,148.8684,1.31,1.31
09/11/2017,1.7125,1.6659,1.1285,149.1385,1.3093,1.3118
10/11/2017,1.7227,1.6759,1.1337,149.809,1.3153,1.322
13/11/2017,1.7167,1.668,1.124,148.8343,1.3052,1.3112
14/11/2017,1.7215,1.6745,1.1159,148.8368,1.301,1.3118
15/11/2017,1.7359,1.6814,1.1154,148.8472,1.3029,1.3163
16/11/2017,1.7377,1.6805,1.1209,148.8509,1.3109,1.3196
17/11/2017,1.749,1.6922,1.1209,148.2354,1.3088,1.3207
20/11/2017,1.7554,1.6975,1.1289,149.0781,1.3144,1.3262
21/11/2017,1.7452,1.6887,1.1283,148.7978,1.3129,1.323
22/11/2017,1.7508,1.6903,1.1269,148.2781,1.3063,1.3283
23/11/2017,1.7441,1.6914,1.1228,147.9158,1.3055,1.3297
24/11/2017,1.7516,1.6953,1.1186,148.877,1.3069,1.3351
27/11/2017,1.7504,1.6971,1.1192,148.1274,1.3088,1.334
28/11/2017,1.7414,1.6954,1.1147,147.2965,1.3023,1.3233
29/11/2017,1.7706,1.723,1.1319,150.1071,1.3201,1.3412
30/11/2017,1.7817,1.7432,1.1348,151.4142,1.3286,1.353
01/12/2017,1.7762,1.718,1.137,152.1672,1.3276,1.349
04/12/2017,1.7745,1.7133,1.1375,151.9488,1.3274,1.3479
05/12/2017,1.7681,1.707,1.1372,151.768,1.3286,1.3457
06/12/2017,1.7668,1.7083,1.1352,150.2263,1.3246,1.3382
07/12/2017,1.7828,1.7227,1.138,151.2633,1.3323,1.3417
08/12/2017,1.7806,1.7203,1.1382,151.8444,1.3298,1.3376
11/12/2017,1.7714,1.7174,1.1328,151.485,1.3236,1.3362
12/12/2017,1.7642,1.7155,1.1358,151.4559,1.3224,1.3323
13/12/2017,1.7553,1.7173,1.1365,151.0687,1.3217,1.3363
14/12/2017,1.7507,1.7236,1.1398,151.1811,1.3286,1.3424
15/12/2017,1.741,1.7082,1.1321,150.016,1.3208,1.3317
18/12/2017,1.7459,1.7219,1.1343,150.5533,1.3204,1.3398
19/12/2017,1.745,1.7215,1.1303,150.8304,1.3179,1.3349
20/12/2017,1.7485,1.7229,1.1281,151.89,1.3202,1.3406
21/12/2017,1.7352,1.6998,1.1259,151.5278,1.3208,1.3354
22/12/2017,1.7343,1.7032,1.1295,151.7684,1.3245,1.3387
27/12/2017,1.7253,1.6968,1.1265,151.8107,1.324,1.3399
28/12/2017,1.7243,1.6919,1.1256,151.6656,1.3154,1.3436
